Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
912 kg (114.00 kg),28 ans,26 ans,206 cm,Ireland : 87% (13/15) New Zealand : 7% (1/15) France : 7% (1/15),Ireland : 87% (20/23) New Zealand : 9% (2/23) France : 4% (1/23),Munster,932 kg (116.50 kg),28 ans,26 ans,207 cm,England : 87% (13/15) Fiji : 7% (1/15) South Africa : 7% (1/15),England : 78% (18/23) South Africa : 9% (2/23) Fiji : 4% (1/23) Scotland : 4% (1/23) Australia : 4% (1/23),Northampton," Date :  Saturday, January 20, 2024 Kick Off : 18:30 Venue : Thomond Park Tournament : Champions Cup Round : pool stage  All times shown are french time,refresh to see your local time. ",3,41_48_37,2,18_70,2,31_63,3,42_55_66,1,38,2,18_71,23 - 26
887 kg (110.88 kg),27 ans,27 ans,199 cm,France : 73% (11/15) Argentina : 7% (1/15) Germany : 7% (1/15) South Africa : 7% (1/15) Fiji : 7% (1/15),France : 74% (17/23) Argentina : 4% (1/23) Germany : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Georgia : 4% (1/23) Tonga : 4% (1/23),Paris,907 kg (113.38 kg),29 ans,26 ans,201 cm,South Africa : 93% (14/15) England : 7% (1/15),South Africa : 96% (22/23) England : 4% (1/23),Stormers," Date :  Saturday, January 20, 2024 Kick Off : 18:30 Venue : Stade Jean Bouin Tournament : Champions Cup Round : pool stage  All times shown are french time,refresh to see your local time. ",3,45_0_26,4,15_9_71_57,1,12,0,,1,27,2,58_72,20 - 24
922 kg (115.25 kg),28 ans,27 ans,201 cm,England : 67% (10/15) Argentina : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15),England : 74% (17/23) Argentina : 9% (2/23) Australia : 9% (2/23) Samoa : 4% (1/23) South Africa : 4% (1/23),Saracens,900 kg (112.50 kg),24 ans,27 ans,204 cm,France : 73% (11/15) England : 7% (1/15) Georgia : 7% (1/15) New Zealand : 7% (1/15) Australia : 7% (1/15),France : 70% (16/23) New Zealand : 13% (3/23) Australia : 9% (2/23) England : 4% (1/23) Georgia : 4% (1/23),Lyon," Date :  Saturday, January 20, 2024 Kick Off : 21:00 Venue : StoneX Stadium Tournament : Champions Cup Round : pool stage  All times shown are french time,refresh to see your local time. ",5,43_55_68_3_74,3,14_39_45,2,48_64,1,25,4,44_56_68_76,3,15_40_46,39 - 24
919 kg (114.88 kg),27 ans,27 ans,207 cm,England : 80% (12/15) South Africa : 13% (2/15) Scotland : 7% (1/15),England : 70% (16/23) South Africa : 13% (3/23) Tonga : 9% (2/23) Scotland : 4% (1/23) Argentina : 4% (1/23),Sale,943 kg (117.88 kg),29 ans,28 ans,203 cm,France : 53% (8/15) New Zealand : 20% (3/15) Ireland : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15),France : 52% (12/23) New Zealand : 13% (3/23) Ireland : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23) Argentina : 4% (1/23) Georgia : 4% (1/23) England : 4% (1/23),La Rochelle," Date :  Sunday, January 21, 2024 Kick Off : 14:00 Venue : Salford City Stadium Tournament : Champions Cup Round : pool stage  All times shown are french time,refresh to see your local time. ",3,76_58_66,4,46_42_8_71,0,,3,13_37_41,2,67_77,4,9_43_47_73,24 - 37
944 kg (118.00 kg),29 ans,27 ans,208 cm,France : 60% (9/15) Australia : 13% (2/15) England : 7% (1/15) New Zealand : 7% (1/15) Argentina : 7% (1/15) Scotland : 7% (1/15),France : 61% (14/23) Australia : 9% (2/23) England : 4% (1/23) New Zealand : 4% (1/23) Argentina : 4% (1/23) Scotland : 4% (1/23) United-States : 4% (1/23) Samoa : 4% (1/23) Ireland : 4% (1/23),Toulouse,931 kg (116.38 kg),29 ans,27 ans,198 cm,England : 60% (9/15) South Africa : 20% (3/15) Ireland : 7% (1/15) Scotland : 7% (1/15) Fiji : 7% (1/15),England : 57% (13/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Ireland : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23),Bath," Date :  Sunday, January 21, 2024 Kick Off : 16:15 Venue : Stade Ernest-Wallon Tournament : Champions Cup Round : pool stage  All times shown are french time,refresh to see your local time. ",4,5_8_76_67,3,13_22_38,0,,0,,2,10_77,2,14_40,31 - 19
921 kg (115.13 kg),27 ans,25 ans,200 cm,France : 73% (11/15) Fiji : 13% (2/15) Georgia : 7% (1/15) Argentina : 7% (1/15),France : 61% (14/23) Argentina : 13% (3/23) Fiji : 9% (2/23) Georgia : 4% (1/23) Uruguay : 4% (1/23) Spain : 4% (1/23) Italy : 4% (1/23),Bayonne,930 kg (116.25 kg),25 ans,25 ans,201 cm,England : 67% (10/15) Australia : 7% (1/15) Fiji : 7% (1/15) Wales : 7% (1/15) New Zealand : 7% (1/15) South Africa : 7% (1/15),England : 65% (15/23) Wales : 9% (2/23) New Zealand : 9% (2/23) South Africa : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23),Exeter," Date :  Sunday, January 21, 2024 Kick Off : 18:30 Venue : Stade Jean Dauger Tournament : Champions Cup Round : pool stage  All times shown are french time,refresh to see your local time. ",6,18_33_31_1_64_68,3,12_44_41,0,,0,,5,2_32_34_65_69,1,14,40 - 17
912 kg (114.00 kg),27 ans,27 ans,201 cm,England : 67% (10/15) South Africa : 27% (4/15) Australia : 7% (1/15),England : 70% (16/23) South Africa : 17% (4/23) Australia : 4% (1/23) Wales : 4% (1/23) Scotland : 4% (1/23),Harlequins,916 kg (114.50 kg),26 ans,27 ans,201 cm,Scotland : 53% (8/15) South Africa : 13% (2/15) Australia : 13% (2/15) New Zealand : 13% (2/15) England : 7% (1/15),Scotland : 52% (12/23) South Africa : 22% (5/23) Australia : 9% (2/23) New Zealand : 9% (2/23) England : 4% (1/23) Argentina : 4% (1/23),Glasgow," Date :  Friday, April 5, 2024 Kick Off : 21:00 Venue : Twickenham Stoop Tournament : Champions Cup Round : Round of 16  All times shown are french time,refresh to see your local time. ",4,33_41_22_75,3,49_2_52,0,,1,59,4,24_34_42_77,3,3_50_53,28 - 24
926 kg (115.75 kg),25 ans,28 ans,201 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls,894 kg (111.75 kg),27 ans,26 ans,194 cm,France : 60% (9/15) Australia : 13% (2/15) Georgia : 7% (1/15) Samoa : 7% (1/15) Ireland : 7% (1/15) South Africa : 7% (1/15),France : 65% (15/23) Australia : 9% (2/23) South Africa : 9% (2/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Ireland : 4% (1/23) New Zealand : 4% (1/23),Lyon," Date :  Saturday, April 6, 2024 Kick Off : 13:30 Venue : Loftus Versfeld Tournament : Champions Cup Round : Round of 16  All times shown are french time,refresh to see your local time. ",9,33_27_20_53_67_12_77_48_70,2,30_55,0,,0,,7,13_20_28_34_54_69_72,1,31,59 - 19
932 kg (116.50 kg),26 ans,25 ans,201 cm,England : 53% (8/15) Wales : 13% (2/15) Australia : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) Congo : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) Wales : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Congo : 4% (1/23) South Africa : 4% (1/23),Exeter,937 kg (117.13 kg),28 ans,28 ans,198 cm,England : 67% (10/15) South Africa : 13% (2/15) Scotland : 13% (2/15) Fiji : 7% (1/15),England : 61% (14/23) South Africa : 22% (5/23) Scotland : 9% (2/23) Fiji : 4% (1/23) Ireland : 4% (1/23),Bath," Date :  Saturday, April 6, 2024 Kick Off : 16:00 Venue : Sandy Park Tournament : Champions Cup Round : Round of 16  All times shown are french time,refresh to see your local time. ",3,65_22_55,2,20_27,0,,1,48,3,23_56_66,1,28,21 - 15
907 kg (113.38 kg),30 ans,26 ans,200 cm,South Africa : 100% (15/15),South Africa : 96% (22/23) England : 4% (1/23),Stormers,968 kg (121.00 kg),30 ans,29 ans,203 cm,France : 40% (6/15) New Zealand : 20% (3/15) Tonga : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15) South Africa : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15),France : 52% (12/23) New Zealand : 17% (4/23) Tonga : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23) South Africa : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23) Argentina : 4% (1/23),La Rochelle," Date :  Saturday, April 6, 2024 Kick Off : 16:00 Venue : DHL Stadium Tournament : Champions Cup Round : Round of 16  All times shown are french time,refresh to see your local time. ",2,27_79,3,48_61_68,3,3_22_45,1,54,1,29,2,49_61,21 - 22
947 kg (118.38 kg),30 ans,27 ans,207 cm,France : 73% (11/15) Australia : 13% (2/15) New Zealand : 7% (1/15) Tonga : 7% (1/15),France : 65% (15/23) Australia : 13% (3/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) Georgia : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23),Bordeaux,944 kg (118.00 kg),29 ans,27 ans,198 cm,England : 60% (9/15) New Zealand : 13% (2/15) Samoa : 7% (1/15) Australia : 7% (1/15) South Africa : 7% (1/15) Argentina : 7% (1/15),England : 57% (13/23) New Zealand : 13% (3/23) Argentina : 9% (2/23) Samoa : 4% (1/23) Australia : 4% (1/23) South Africa : 4% (1/23) Fiji : 4% (1/23) Italy : 4% (1/23),Saracens," Date :  Saturday, April 6, 2024 Kick Off : 18:30 Venue : Stade Chaban-Delmas Tournament : Champions Cup Round : Round of 16  All times shown are french time,refresh to see your local time. ",6,36_47_63_74_60_66,2,71_78,1,29,0,,6,37_48_62_64_67_76,1,79,45 - 12
913 kg (114.13 kg),27 ans,28 ans,198 cm,Ireland : 87% (13/15) New Zealand : 13% (2/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23),Leinster,940 kg (117.50 kg),30 ans,26 ans,197 cm,England : 40% (6/15) South Africa : 27% (4/15) Ireland : 13% (2/15) Argentina : 7% (1/15) Wales : 7% (1/15) Tonga : 7% (1/15),England : 52% (12/23) South Africa : 22% (5/23) Ireland : 9% (2/23) Argentina : 4% (1/23) Wales : 4% (1/23) Tonga : 4% (1/23) Fiji : 4% (1/23),Leicester," Date :  Saturday, April 6, 2024 Kick Off : 21:00 Venue : Aviva Stadium Tournament : Champions Cup Round : Round of 16  All times shown are french time,refresh to see your local time. ",5,12_23_29_49_71,3,45_4_75,1,9,1,28,4,13_30_50_72,2,5_76,36 - 22
931 kg (116.38 kg),28 ans,26 ans,207 cm,England : 87% (13/15) South Africa : 7% (1/15) Australia : 7% (1/15),England : 74% (17/23) South Africa : 9% (2/23) Australia : 9% (2/23) Fiji : 9% (2/23),Northampton,906 kg (113.25 kg),30 ans,27 ans,206 cm,Ireland : 80% (12/15) New Zealand : 7% (1/15) France : 7% (1/15) England : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) France : 4% (1/23) England : 4% (1/23),Munster," Date :  Sunday, April 7, 2024 Kick Off : 13:30 Venue : cinch Stadium at Franklin's Gardens Tournament : Champions Cup Round : Round of 16  All times shown are french time,refresh to see your local time. ",2,35_9,2,14_27,0,,0,,2,10_36,2,15_28,24 - 14
946 kg (118.25 kg),29 ans,25 ans,208 cm,France : 60% (9/15) Australia : 13% (2/15) England : 7% (1/15) New Zealand : 7% (1/15) Argentina : 7% (1/15) Scotland : 7% (1/15),France : 65% (15/23) Australia : 9% (2/23) England : 4% (1/23) New Zealand : 4% (1/23) Argentina : 4% (1/23) Scotland : 4% (1/23) Spain : 4% (1/23) Ireland : 4% (1/23),Toulouse,902 kg (112.75 kg),28 ans,28 ans,203 cm,France : 53% (8/15) Fiji : 13% (2/15) England : 13% (2/15) South Africa : 13% (2/15) Portugal : 7% (1/15),France : 57% (13/23) England : 13% (3/23) South Africa : 13% (3/23) Fiji : 9% (2/23) Portugal : 4% (1/23) New Zealand : 4% (1/23),Racing 92," Date :  Sunday, April 7, 2024 Kick Off : 16:00 Venue : Stade Ernest-Wallon Tournament : Champions Cup Round : Round of 16  All times shown are french time,refresh to see your local time. ",4,5_80_33_69,1,74,0,,0,,3,56_69_82,1,75,31 - 7
950 kg (118.75 kg),30 ans,27 ans,207 cm,France : 67% (10/15) Australia : 13% (2/15) Georgia : 7% (1/15) New Zealand : 7% (1/15) Tonga : 7% (1/15),France : 61% (14/23) Australia : 13% (3/23) Georgia : 4% (1/23) New Zealand : 4% (1/23) Tonga : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23) Congo : 4% (1/23),Bordeaux,922 kg (115.25 kg),27 ans,26 ans,201 cm,England : 67% (10/15) South Africa : 27% (4/15) Australia : 7% (1/15),England : 65% (15/23) South Africa : 22% (5/23) Wales : 9% (2/23) Australia : 4% (1/23),Harlequins," Date :  Saturday, April 13, 2024 Kick Off : 16:00 Venue : Stade Chaban-Delmas Tournament : Champions Cup Round : Quarter-finals  All times shown are french time,refresh to see your local time. ",4,19_59_42_24,5,40_56_2_29_71,1,52,0,,4,25_44_60_65,5,3_30_42_58_73,41 - 42
922 kg (115.25 kg),27 ans,28 ans,203 cm,Ireland : 80% (12/15) New Zealand : 13% (2/15) South Africa : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23),Leinster,968 kg (121.00 kg),30 ans,29 ans,203 cm,France : 40% (6/15) New Zealand : 20% (3/15) Tonga : 7% (1/15) Ireland : 7% (1/15) Fiji : 7% (1/15) Australia : 7% (1/15) England : 7% (1/15) South Africa : 7% (1/15),France : 52% (12/23) New Zealand : 17% (4/23) Tonga : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23) England : 4% (1/23) South Africa : 4% (1/23) Argentina : 4% (1/23),La Rochelle," Date :  Saturday, April 13, 2024 Kick Off : 18:30 Venue : Aviva Stadium Tournament : Champions Cup Round : Quarter-finals  All times shown are french time,refresh to see your local time. ",5,55_42_37_16_60,1,43,3,7_27_31,2,19_28,3,18_38_43,1,44,40 - 13
936 kg (117.00 kg),27 ans,26 ans,207 cm,England : 87% (13/15) South Africa : 7% (1/15) Australia : 7% (1/15),England : 78% (18/23) Australia : 9% (2/23) Fiji : 9% (2/23) South Africa : 4% (1/23),Northampton,861 kg (107.63 kg),26 ans,27 ans,201 cm,South Africa : 100% (15/15),South Africa : 100% (23/23),Bulls," Date :  Saturday, April 13, 2024 Kick Off : 21:00 Venue : cinch Stadium at Franklin's Gardens Tournament : Champions Cup Round : Quarter-finals  All times shown are french time,refresh to see your local time. ",9,40_15_72_24_67_20_50_10_47,3,31_13_35,0,,1,17,7,11_15_21_25_41_51_68,2,14_36,59 - 22
946 kg (118.25 kg),29 ans,26 ans,208 cm,France : 60% (9/15) Australia : 13% (2/15) England : 7% (1/15) New Zealand : 7% (1/15) Argentina : 7% (1/15) Scotland : 7% (1/15),France : 61% (14/23) Australia : 9% (2/23) Argentina : 9% (2/23) England : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Spain : 4% (1/23) Ireland : 4% (1/23),Toulouse,932 kg (116.50 kg),26 ans,25 ans,201 cm,England : 53% (8/15) Wales : 13% (2/15) Australia : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15) Congo : 7% (1/15) South Africa : 7% (1/15),England : 70% (16/23) Wales : 9% (2/23) Australia : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) Congo : 4% (1/23) South Africa : 4% (1/23),Exeter," Date :  Sunday, April 14, 2024 Kick Off : 16:00 Venue : Stade Ernest-Wallon Tournament : Champions Cup Round : Quarter-finals  All times shown are french time,refresh to see your local time. ",9,31_57_7_50_74_66_78_47_55,1,16,1,20,4,5_12_28_43,8,8_32_48_52_56_57_68_75,2,17_62,64 - 26
913 kg (114.13 kg),27 ans,29 ans,198 cm,Ireland : 87% (13/15) New Zealand : 13% (2/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) Australia : 4% (1/23) South Africa : 4% (1/23),Leinster,936 kg (117.00 kg),29 ans,26 ans,207 cm,England : 87% (13/15) South Africa : 7% (1/15) Australia : 7% (1/15),England : 78% (18/23) Australia : 9% (2/23) Fiji : 9% (2/23) South Africa : 4% (1/23),Northampton," Date :  Saturday, May 4, 2024 Kick Off : 18:40 Venue : Croke Park Tournament : Champions Cup Round : Semi-finals  All times shown are french time,refresh to see your local time. ",3,10_14_43,1,58,1,29,1,39,1,11,2,59_74,20 - 17
934 kg (116.75 kg),28 ans,26 ans,203 cm,France : 67% (10/15) Australia : 7% (1/15) England : 7% (1/15) New Zealand : 7% (1/15) Argentina : 7% (1/15) Scotland : 7% (1/15),France : 65% (15/23) Australia : 9% (2/23) Argentina : 9% (2/23) England : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Spain : 4% (1/23),Toulouse,922 kg (115.25 kg),27 ans,27 ans,201 cm,England : 67% (10/15) South Africa : 27% (4/15) Australia : 7% (1/15),England : 70% (16/23) South Africa : 22% (5/23) Australia : 4% (1/23) Wales : 4% (1/23),Harlequins," Date :  Sunday, May 5, 2024 Kick Off : 16:00 Venue : Stadium de Toulouse Tournament : Champions Cup Round : Semi-finals  All times shown are french time,refresh to see your local time. ",6,18_26_32_36_4_67,4,23_13_45_52,0,,0,,3,20_34_38,3,14_46_53,38 - 26
922 kg (115.25 kg),27 ans,29 ans,203 cm,Ireland : 80% (12/15) New Zealand : 13% (2/15) South Africa : 7% (1/15),Ireland : 83% (19/23) New Zealand : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23),Leinster,934 kg (116.75 kg),28 ans,26 ans,203 cm,France : 67% (10/15) Australia : 7% (1/15) England : 7% (1/15) New Zealand : 7% (1/15) Argentina : 7% (1/15) Scotland : 7% (1/15),France : 61% (14/23) Australia : 9% (2/23) Argentina : 9% (2/23) England : 4% (1/23) New Zealand : 4% (1/23) Scotland : 4% (1/23) Spain : 4% (1/23) Ireland : 4% (1/23),Toulouse," Date :  Saturday, May 25, 2024 Kick Off : 15:45 Venue : Tottenham Hotspur Stadium Tournament : Champions Cup Round : Final  All times shown are french time,refresh to see your local time. ",0,,1,82,5,18_43_46_65_77,4,4_7_36_57,1,97,0,,22 - 31
