Home Pack weight (average),Home Forwards average age,Home Backs average age,Home Tallest player,Home Differents nationalities for starters,Home Differents nationalities for all the team,Home JIFF players  ( read JIFF study in Top 14 ),Home team,Away Pack weight (average),Away Forwards average age,Away Backs average age,Away Tallest player,Away Differents nationalities for starters,Away Differents nationalities for all the team,Away JIFF players  ( read JIFF study in Top 14 ),Away team,meta,home_n_tries,minutes_of_home_tries,away_n_tries,minutes_of_away_tries,home_n_pen_kicks,minutes_of_home_pen_kicks,away_n_pen_kicks,minutes_of_away_pen_kicks,home_n_conversions,minutes_of_home_conversions,away_n_conversions,minutes_of_away_conversions,match_result
933 kg (116.63 kg),32 ans,29 ans,200 cm,France : 40% (6/15) New Zealand : 27% (4/15) Argentina : 13% (2/15) South Africa : 7% (1/15) Tonga : 7% (1/15) Fiji : 7% (1/15),France : 52% (12/23) New Zealand : 17% (4/23) Argentina : 9% (2/23) Fiji : 9% (2/23) South Africa : 4% (1/23) Tonga : 4% (1/23) Namibia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 7 / 15 (47 %)  PRO NON-JIFF PLAYER : 8 / 15 (53 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 14 / 23 (61%)  PRO NON-JIFF PLAYER : 9 / 23 (39 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Vannes,895 kg (111.88 kg),26 ans,26 ans,204 cm,France : 60% (9/15) England : 20% (3/15) Fiji : 13% (2/15) South Africa : 7% (1/15),France : 57% (13/23) England : 17% (4/23) Fiji : 9% (2/23) Georgia : 9% (2/23) South Africa : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),Racing 92," Date :  Saturday, October 5, 2024 Kick Off : 14:30 Venue : Stade de la Rabine Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3.0,41_8_79,3.0,15_65_57,1.0,23,2.0,34_71,3.0,9_42_80,3.0,16_58_66,24 - 27
897 kg (112.13 kg),28 ans,28 ans,202 cm,France : 67% (10/15) Samoa : 13% (2/15) England : 7% (1/15) Argentina : 7% (1/15) Fiji : 7% (1/15),France : 48% (11/23) Argentina : 13% (3/23) Samoa : 9% (2/23) Fiji : 9% (2/23) Italy : 9% (2/23) England : 4% (1/23) South Africa : 4% (1/23) Georgia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Perpignan,919 kg (114.88 kg),27 ans,27 ans,204 cm,France : 60% (9/15) England : 20% (3/15) Fiji : 7% (1/15) Georgia : 7% (1/15) Australia : 7% (1/15),France : 57% (13/23) England : 17% (4/23) Georgia : 9% (2/23) Fiji : 4% (1/23) Australia : 4% (1/23) Samoa : 4% (1/23) Spain : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 4 / 15 (27 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Pau," Date :  Saturday, October 5, 2024 Kick Off : 16:30 Venue : Stade Aimé Giral Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1.0,31,1.0,39,2.0,13_83,1.0,20,0.0,,1.0,40,11 - 10
920 kg (115.00 kg),26 ans,27 ans,198 cm,France : 80% (12/15) South Africa : 7% (1/15) Scotland : 7% (1/15) Australia : 7% (1/15),France : 78% (18/23) South Africa : 9% (2/23) Scotland : 4% (1/23) Australia : 4% (1/23) Tonga : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bordeaux,903 kg (112.88 kg),28 ans,26 ans,199 cm,France : 60% (9/15) Argentina : 20% (3/15) Germany : 7% (1/15) Italy : 7% (1/15) Fiji : 7% (1/15),France : 65% (15/23) Argentina : 13% (3/23) Germany : 4% (1/23) Italy : 4% (1/23) Fiji : 4% (1/23) New Zealand : 4% (1/23) South Africa : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Bayonne," Date :  Saturday, October 5, 2024 Kick Off : 16:30 Venue : Stade Chaban-Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",4.0,37_43_13_50,3.0,57_16_73,2.0,30_77,1.0,42,2.0,38_51,3.0,17_58_74,30 - 27
910 kg (113.75 kg),27 ans,28 ans,202 cm,France : 60% (9/15) Georgia : 13% (2/15) Australia : 13% (2/15) Ireland : 7% (1/15) New Zealand : 7% (1/15),France : 61% (14/23) New Zealand : 17% (4/23) Georgia : 9% (2/23) Australia : 9% (2/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 11 / 15 (73 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 1 / 15 (7 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 1 / 23 (4 %),La Rochelle,908 kg (113.50 kg),27 ans,26 ans,200 cm,France : 67% (10/15) Georgia : 13% (2/15) Fiji : 7% (1/15) Australia : 7% (1/15) New Zealand : 7% (1/15),France : 65% (15/23) Georgia : 13% (3/23) Fiji : 9% (2/23) Australia : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Lyon," Date :  Saturday, October 5, 2024 Kick Off : 16:30 Venue : Stade Marcel-Deflandre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",6.0,67_79_37_46_58_83,3.0,31_74_16,3.0,5_28_43,1.0,10,2.0,47_84,2.0,17_75,43 - 22
818 kg (116.86 kg),26 ans,28 ans,200 cm,France : 60% (9/15) South Africa : 13% (2/15) Australia : 7% (1/15) New Zealand : 7% (1/15) England : 7% (1/15) Fiji : 7% (1/15),France : 61% (14/23) South Africa : 13% (3/23) Australia : 4% (1/23) New Zealand : 4% (1/23) England : 4% (1/23) Fiji : 4% (1/23) Italy : 4% (1/23) Argentina : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Paris,957 kg (119.63 kg),29 ans,27 ans,202 cm,France : 47% (7/15) South Africa : 13% (2/15) Georgia : 7% (1/15) England : 7% (1/15) Argentina : 7% (1/15) Congo : 7% (1/15) Fiji : 7% (1/15) New Zealand : 7% (1/15),France : 57% (13/23) South Africa : 9% (2/23) New Zealand : 9% (2/23) Georgia : 4% (1/23) England : 4% (1/23) Argentina : 4% (1/23) Congo : 4% (1/23) Fiji : 4% (1/23) Australia : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 15 / 23 (65%)  PRO NON-JIFF PLAYER : 8 / 23 (35 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Montpellier," Date :  Saturday, October 5, 2024 Kick Off : 16:30 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",2.0,46_57,2.0,31_71,5.0,28_33_53_67_74,2.0,3_9,2.0,47_58,2.0,32_72,29 - 20
916 kg (114.50 kg),29 ans,26 ans,205 cm,France : 67% (10/15) New Zealand : 13% (2/15) England : 7% (1/15) Uruguay : 7% (1/15) Cameroon : 7% (1/15),France : 74% (17/23) New Zealand : 9% (2/23) England : 4% (1/23) Uruguay : 4% (1/23) Cameroon : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 10 / 15 (67 %)  PRO NON-JIFF PLAYER : 5 / 15 (33 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Castres,972 kg (121.50 kg),27 ans,26 ans,208 cm,France : 67% (10/15) Australia : 13% (2/15) Spain : 7% (1/15) Fiji : 7% (1/15) Scotland : 7% (1/15),France : 65% (15/23) Australia : 9% (2/23) Spain : 4% (1/23) Fiji : 4% (1/23) Scotland : 4% (1/23) United-States : 4% (1/23) Ireland : 4% (1/23) Japan : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 12 / 15 (80 %)  PRO NON-JIFF PLAYER : 3 / 15 (20 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 18 / 23 (78%)  PRO NON-JIFF PLAYER : 5 / 23 (22 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulouse," Date :  Saturday, October 5, 2024 Kick Off : 21:05 Venue : Stade Pierre Fabre Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",3.0,49_18_55,2.0,33_8,3.0,13_31_62,3.0,16_26_78,2.0,50_56,2.0,9_34,28 - 23
938 kg (117.25 kg),29 ans,27 ans,198 cm,France : 40% (6/15) Australia : 20% (3/15) Fiji : 13% (2/15) Argentina : 13% (2/15) Georgia : 7% (1/15) Samoa : 7% (1/15),France : 48% (11/23) Australia : 13% (3/23) Fiji : 9% (2/23) Argentina : 9% (2/23) Georgia : 4% (1/23) Samoa : 4% (1/23) Germany : 4% (1/23) New Zealand : 4% (1/23) Moldova : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER: 16 / 23 (70%)  PRO NON-JIFF PLAYER : 7 / 23 (30 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Clermont,911 kg (113.88 kg),28 ans,27 ans,203 cm,France : 53% (8/15) England : 13% (2/15) Cameroon : 7% (1/15) Samoa : 7% (1/15) Italy : 7% (1/15) Tonga : 7% (1/15) New Zealand : 7% (1/15),France : 61% (14/23) England : 9% (2/23) Cameroon : 4% (1/23) Samoa : 4% (1/23) Italy : 4% (1/23) Tonga : 4% (1/23) New Zealand : 4% (1/23) Ireland : 4% (1/23) Fiji : 4% (1/23),PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 9 / 15 (60 %)  PRO NON-JIFF PLAYER : 6 / 15 (40 %)  ACADEMY NON-JIFF PLAYER : 0 / 15 (0 %)  PRO JIFF PLAYER + ACADEMY JIFF PLAYER : 17 / 23 (74%)  PRO NON-JIFF PLAYER : 6 / 23 (26 %)  ACADEMY NON-JIFF PLAYER : 0 / 23 (0 %),Toulon," Date :  Sunday, October 6, 2024 Kick Off : 21:05 Venue : Stade Marcel Michelin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",1.0,64,0.0,,4.0,17_32_42_77,6.0,15_19_28_38_47_56,1.0,65,0.0,,19 - 18
,,,,,,,Racing 92,,,,,,,,Toulon," Date :  Saturday, October 12, 2024 Kick Off : 14:30 Venue : Stade Dominique Duvauchelle Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,2:30 PM
,,,,,,,Bayonne,,,,,,,,La Rochelle," Date :  Saturday, October 12, 2024 Kick Off : 16:30 Venue : Reale Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Bordeaux,,,,,,,,Perpignan," Date :  Saturday, October 12, 2024 Kick Off : 16:30 Venue : Stade Jacques Chaban Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Montpellier,,,,,,,,Vannes," Date :  Saturday, October 12, 2024 Kick Off : 16:30 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Pau,,,,,,,,Castres," Date :  Saturday, October 12, 2024 Kick Off : 16:30 Venue : Stade du Hameau Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Toulouse,,,,,,,,Clermont," Date :  Saturday, October 12, 2024 Kick Off : 21:05 Venue : Stade Ernest Wallon Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,9:05 PM
,,,,,,,Lyon,,,,,,,,Paris," Date :  Sunday, October 13, 2024 Kick Off : 21:05 Venue : Matmut Stadium Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,9:05 PM
,,,,,,,Bayonne,,,,,,,,Racing 92," Date :  Saturday, October 19, 2024 Kick Off : 14:30 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,2:30 PM
,,,,,,,Clermont,,,,,,,,Vannes," Date :  Saturday, October 19, 2024 Kick Off : 16:30 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Castres,,,,,,,,Paris," Date :  Saturday, October 19, 2024 Kick Off : 16:30 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Toulon,,,,,,,,Montpellier," Date :  Saturday, October 19, 2024 Kick Off : 16:30 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Perpignan,,,,,,,,Lyon," Date :  Saturday, October 19, 2024 Kick Off : 16:30 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Pau,,,,,,,,Toulouse," Date :  Saturday, October 19, 2024 Kick Off : 21:05 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,9:05 PM
,,,,,,,La Rochelle,,,,,,,,Bordeaux," Date :  Sunday, October 20, 2024 Kick Off : 21:05 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,9:05 PM
,,,,,,,Bordeaux,,,,,,,,Pau," Date :  Saturday, October 26, 2024 Kick Off : 14:30 Venue : Stade Jacques Chaban Delmas Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,2:30 PM
,,,,,,,Lyon,,,,,,,,Bayonne," Date :  Saturday, October 26, 2024 Kick Off : 16:30 Venue : Matmut Stadium Gerland Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Montpellier,,,,,,,,La Rochelle," Date :  Saturday, October 26, 2024 Kick Off : 16:30 Venue : GGL Stadium Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Racing 92,,,,,,,,Perpignan," Date :  Saturday, October 26, 2024 Kick Off : 16:30 Venue : Paris La Défense Arena Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Vannes,,,,,,,,Castres," Date :  Saturday, October 26, 2024 Kick Off : 16:30 Venue : Stade de la Rabine Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Paris,,,,,,,,Clermont," Date :  Saturday, October 26, 2024 Kick Off : 21:05 Venue : Stade Jean Bouin Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,9:05 PM
,,,,,,,Toulouse,,,,,,,,Toulon," Date :  Sunday, October 27, 2024 Kick Off : 21:05 Venue : Stadium de Toulouse Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,9:05 PM
,,,,,,,Clermont,,,,,,,,Bordeaux," Date :  Saturday, November 2, 2024 Kick Off : 14:30 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,2:30 PM
,,,,,,,Perpignan,,,,,,,,Vannes," Date :  Saturday, November 2, 2024 Kick Off : 16:30 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Pau,,,,,,,,Racing 92," Date :  Saturday, November 2, 2024 Kick Off : 16:30 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Toulon,,,,,,,,Lyon," Date :  Saturday, November 2, 2024 Kick Off : 16:30 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,Castres,,,,,,,,Montpellier," Date :  Saturday, November 2, 2024 Kick Off : 16:30 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,4:30 PM
,,,,,,,La Rochelle,,,,,,,,Paris," Date :  Saturday, November 2, 2024 Kick Off : 21:05 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,9:05 PM
,,,,,,,Bayonne,,,,,,,,Toulouse," Date :  Sunday, November 3, 2024 Kick Off : 21:05 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,9:05 PM
,,,,,,,Toulouse,,,,,,,,Perpignan," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Paris,,,,,,,,Racing 92," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Vannes,,,,,,,,Bordeaux," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,Bayonne," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Pau," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,Clermont," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Castres,,,,,,,,La Rochelle," Date :  Saturday, November 23, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Perpignan,,,,,,,,Toulon," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bordeaux,,,,,,,,Montpellier," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,La Rochelle,,,,,,,,Vannes," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Pau,,,,,,,,Lyon," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Racing 92,,,,,,,,Toulouse," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Bayonne,,,,,,,,Paris," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Clermont,,,,,,,,Castres," Date :  Saturday, November 30, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,La Rochelle,,,,,,,,Clermont," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Paris,,,,,,,,Perpignan," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Vannes,,,,,,,,Bayonne," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Toulon,,,,,,,,Pau," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Montpellier,,,,,,,,Racing 92," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Lyon,,,,,,,,Toulouse," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Castres,,,,,,,,Bordeaux," Date :  Saturday, December 21, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
,,,,,,,Perpignan,,,,,,,,La Rochelle," Date :  Saturday, December 28, 2024 Kick Off : 00:00 Venue :  Tournament : Top 14 Round : pool stage  All times shown are french time,refresh to see your local time. ",,,,,,,,,,,,,12:00 AM
